ano;mes;rondonia;acre;Amazonas;Roraima;para;tocantins;maranhao;piaui;ceara;rn;paraiba;pernambuco;alagoas;sergipe;bahia;mg;es;rj;sp;parana;sc;rg;mt;ms;goias;df
2019 ;abr;44935 ;669 ;697 ;45 ;19728 ;10660 ;5265 ;1340 ;27274 ;6242 ;6581 ;21022 ;6700 ;16521 ;40081 ;483106 ;20826 ;43942 ;219355 ;248306 ;200237 ;235875 ;10891 ;40986 ;198828 ;929 
2019 ;maio;47581 ;804 ;748 ;49 ;21551 ;11256 ;5863 ;1306 ;27400 ;6214 ;6332 ;21667 ;6430 ;16773 ;40773 ;488111 ;20630 ;46162 ;227113 ;257861 ;209753 ;249403 ;10732 ;42241 ;207772 ;973 
2019 ;jun;46069 ;826 ;871 ;60 ;21853 ;11042 ;5800 ;1332 ;26385 ;5877 ;5238 ;20708 ;5956 ;16444 ;36825 ;484415 ;18927 ;46130 ;216221 ;263016 ;220584 ;262424 ;9813 ;39114 ;207620 ;902 
2019 ;jul;46642 ;952 ;828 ;0 ;21436 ;10786 ;5793 ;1633 ;26743 ;6274 ;5364 ;22393 ;6265 ;16388 ;37070 ;513611 ;19401 ;42262 ;226471 ;284456 ;233440 ;288037 ;8000 ;36408 ;213358 ;827 
2019 ;agos;40107 ;951 ;720 ;0 ;18991 ;10024 ;5238 ;1702 ;27082 ;6494 ;5664 ;22623 ;6256 ;17337 ;36409 ;527083 ;18978 ;41899 ;233520 ;298999 ;252954 ;297643 ;8100 ;33797 ;214686 ;969 
2019 ;set;44708 ;987 ;680 ;0 ;16734 ;8911 ;4507 ;1701 ;27330 ;6493 ;5631 ;21523 ;5386 ;16704 ;37396 ;512500 ;18362 ;36733 ;231256 ;289266 ;255422 ;292231 ;8111 ;32887 ;204020 ;994 
2019 ;out;56961 ;1181 ;838 ;0 ;18922 ;10716 ;4974 ;1777 ;28582 ;6720 ;5956 ;21706 ;5500 ;17052 ;37679 ;555704 ;20518 ;42346 ;248637 ;283216 ;261334 ;288170 ;8350 ;42148 ;233183 ;865 
2019 ;nov;60751 ;1191 ;883 ;0 ;21662 ;12347 ;5609 ;1681 ;27159 ;6829 ;5696 ;20923 ;5544 ;17689 ;36589 ;554107 ;20857 ;44657 ;252886 ;286383 ;243298 ;266465 ;9639 ;47707 ;234464 ;920 
2019 ;dez;63972 ;1166 ;852 ;0 ;22472 ;13306 ;6262 ;1641 ;28253 ;6910 ;5642 ;22145 ;5869 ;19105 ;41395 ;587862 ;22742 ;44689 ;257926 ;295248 ;251092 ;276914 ;11727 ;51379 ;243182 ;1014 
2020 ;Jan;63057 ;1106 ;1173 ;0 ;22449 ;13855 ;6731 ;1704 ;27373 ;6509 ;6312 ;21035 ;5487 ;18851 ;45667 ;585523 ;23191 ;42901 ;245323 ;302724 ;251674 ;276506 ;14955 ;51116 ;236225 ;0 
2020 ;fev;54121 ;963 ;714 ;0 ;19819 ;12080 ;6000 ;1553 ;26124 ;6381 ;6606 ;19239 ;5416 ;18499 ;44920 ;533527 ;20581 ;40379 ;219103 ;273579 ;228778 ;260585 ;13159 ;45424 ;207681 ;0 
2020 ;mar;54275 ;943 ;892 ;0 ;20322 ;11908 ;6073 ;1624 ;28545 ;6989 ;6830 ;20733 ;5642 ;20102 ;48634 ;552839 ;21928 ;41127 ;230186 ;276587 ;226246 ;250807 ;11316 ;44764 ;218573 ;0 
2020 ;abr;54039 ;885 ;0 ;0 ;18318 ;10679 ;5235 ;1286 ;27361 ;6603 ;6082 ;21100 ;5980 ;21607 ;47141 ;511064 ;19260 ;42938 ;219673 ;249137 ;217022 ;226370 ;12592 ;42090 ;201093 ;721 
2020 ;maio;52891 ;979 ;687 ;0 ;18231 ;11015 ;5758 ;1340 ;27434 ;6607 ;5822 ;22874 ;5547 ;24275 ;45066 ;496084 ;18655 ;41780 ;219861 ;249541 ;208718 ;250213 ;11185 ;39810 ;191588 ;0 
2020 ;jun;51136 ;1068 ;0 ;0 ;18888 ;11434 ;5540 ;1319 ;27458 ;6019 ;5782 ;21940 ;5530 ;23758 ;42535 ;482614 ;17933 ;38466 ;216735 ;261856 ;226912 ;250372 ;9603 ;35695 ;185022 ;0 
2020 ;jul;50726 ;1203 ;703 ;0 ;19291 ;10666 ;5310 ;1424 ;27428 ;6179 ;5267 ;22322 ;5334 ;22888 ;44219 ;547717 ;19132 ;39016 ;221694 ;311779 ;246153 ;297770 ;9410 ;33999 ;193079 ;0 
2020 ;agos;41311 ;1051 ;671 ;0 ;16966 ;8684 ;4732 ;1481 ;26649 ;6288 ;5109 ;21788 ;5214 ;23132 ;45025 ;541055 ;19564 ;38401 ;241122 ;322069 ;260408 ;317280 ;8748 ;32493 ;209115 ;0 
2020 ;set;35738 ;924 ;703 ;0 ;16292 ;7973 ;4280 ;1584 ;26466 ;5973 ;5126 ;21040 ;5424 ;21919 ;45535 ;538853 ;19323 ;40570 ;236525 ;322903 ;262639 ;306770 ;9466 ;30828 ;206863 ;0 
2020 ;out;51875 ;1123 ;831 ;0 ;15739 ;8989 ;4420 ;1609 ;29113 ;6044 ;5314 ;22091 ;4704 ;22590 ;48577 ;562311 ;21209 ;48213 ;231034 ;314574 ;260626 ;312587 ;10010 ;36344 ;215082 ;0 
2020 ;nov;61136 ;1169 ;844 ;0 ;17631 ;10680 ;5233 ;1519 ;27716 ;5882 ;4953 ;22735 ;5325 ;23161 ;53309 ;572870 ;24330 ;46463 ;227796 ;310865 ;241440 ;286407 ;11480 ;41679 ;219143 ;0 
2020 ;dez;67348 ;1195 ;1018 ;0 ;19498 ;12725 ;6088 ;1608 ;29697 ;6084 ;5545 ;23832 ;5399 ;24489 ;57290 ;592459 ;26537 ;47039 ;240096 ;322651 ;261680 ;300003 ;13175 ;46178 ;230311 ;0 
2021 ;Jan;65456 ;1116 ;918 ;0 ;20092 ;12950 ;5797 ;1378 ;27573 ;5584 ;4989 ;22342 ;5477 ;23706 ;53538 ;599959 ;26139 ;46437 ;223663 ;319477 ;272705 ;306787 ;13244 ;46971 ;241656 ;0 
2021 ;fev;54966 ;889 ;809 ;0 ;17979 ;10693 ;5287 ;1295 ;24271 ;5084 ;4943 ;19920 ;5214 ;21174 ;50434 ;507945 ;22244 ;40087 ;206407 ;282261 ;234562 ;262228 ;12093 ;41569 ;218347 ;0 
2021 ;mar;55620 ;893 ;872 ;0 ;18886 ;10412 ;5288 ;1274 ;28599 ;5968 ;6170 ;21373 ;5525 ;24356 ;56939 ;553633 ;23653 ;46307 ;224774 ;288132 ;239615 ;271085 ;12422 ;39642 ;234598 ;0 
2021 ;abr;31581 ;761 ;681 ;0 ;17618 ;9418 ;4689 ;1097 ;29054 ;5976 ;5998 ;22331 ;5298 ;23725 ;51815 ;510885 ;21237 ;40111 ;200705 ;262666 ;215929 ;241343 ;9865 ;37518 ;195442 ;0 
2021 ;maio;46899 ;839 ;639 ;0 ;18487 ;10043 ;4731 ;1074 ;30021 ;6389 ;6067 ;24555 ;6138 ;25890 ;51310 ;477036 ;19094 ;38567 ;210676 ;274803 ;211712 ;258642 ;8748 ;36579 ;191029 ;0 
2021 ;jun;46268 ;897 ;700 ;0 ;18582 ;10137 ;5095 ;1100 ;26435 ;5968 ;5345 ;22781 ;6485 ;25615 ;47303 ;457273 ;16739 ;36662 ;206693 ;278260 ;227753 ;250318 ;8558 ;33619 ;193665 ;0 
2021 ;jul;39301 ;879 ;741 ;0 ;18732 ;10269 ;4533 ;1139 ;28537 ;5790 ;5368 ;23158 ;5314 ;27198 ;44219 ;477162 ;15798 ;35610 ;214765 ;293439 ;251311 ;306762 ;9169 ;30677 ;189822 ;0 
2021 ;agos;31734 ;707 ;704 ;0 ;16572 ;9344 ;4181 ;1245 ;29087 ;6084 ;5610 ;22669 ;5535 ;27405 ;41957 ;488177 ;15311 ;39126 ;221929 ;302813 ;268673 ;318272 ;8563 ;28523 ;193228 ;0 
2021 ;set;35270 ;685 ;795 ;0 ;18377 ;9408 ;4099 ;1289 ;29327 ;5981 ;5479 ;21759 ;5492 ;24886 ;41505 ;492490 ;15970 ;40511 ;214634 ;308914 ;263780 ;307957 ;9029 ;28796 ;191619 ;0 
2021 ;out;55482 ;881 ;784 ;0 ;22202 ;11533 ;4505 ;1310 ;29276 ;6280 ;5823 ;23569 ;6259 ;26714 ;45990 ;528070 ;17801 ;42495 ;217194 ;294398 ;262817 ;297165 ;9327 ;35693 ;193833 ;0 
2021 ;nov;59943 ;1017 ;774 ;0 ;22286 ;12257 ;4910 ;1500 ;28813 ;6204 ;6108 ;24072 ;6764 ;27227 ;53941 ;545210 ;20581 ;42070 ;213407 ;299173 ;244227 ;284898 ;11005 ;40296 ;198361 ;0 
2021 ;dez;63257 ;1029 ;760 ;0 ;21848 ;12511 ;5397 ;1499 ;30058 ;6100 ;6724 ;25724 ;6882 ;29154 ;56191 ;571071 ;21801 ;40477 ;213091 ;301169 ;252905 ;278512 ;12043 ;42905 ;202655 ;0 
2022 ;Jan;51821 ;936 ;730 ;0 ;19715 ;11616 ;5022 ;1439 ;31873 ;5460 ;7708 ;26152 ;7337 ;31467 ;54690 ;544985 ;20765 ;39404 ;203754 ;293714 ;244972 ;257659 ;11400 ;41648 ;186049 ;0 
2022 ;fev;42678 ;752 ;599 ;0 ;16811 ;10240 ;4511 ;1363 ;29214 ;5312 ;6719 ;23061 ;6126 ;27676 ;49955 ;481862 ;18483 ;34182 ;183878 ;266670 ;224310 ;238473 ;10155 ;34600 ;169914 ;0 
2022 ;mar;42237 ;694 ;604 ;0 ;17162 ;10424 ;4612 ;1466 ;30799 ;6021 ;6979 ;24366 ;6449 ;30210 ;51707 ;487136 ;18634 ;37702 ;203408 ;281455 ;225190 ;250735 ;10097 ;35706 ;181786 ;0 
2022 ;abr;40501 ;621 ;538 ;0 ;15870 ;9736 ;4372 ;1147 ;28314 ;5888 ;6704 ;23012 ;6692 ;30251 ;46046 ;454694 ;16582 ;34395 ;194109 ;259066 ;220146 ;219261 ;9391 ;30694 ;170280 ;0 
2022 ;maio;41016 ;706 ;648 ;0 ;17061 ;10332 ;4634 ;1159 ;28064 ;5697 ;6635 ;23538 ;7387 ;31666 ;45042 ;461952 ;15500 ;36644 ;195254 ;269680 ;224195 ;235048 ;8900 ;29532 ;160596 ;0 
2022 ;jun;39590 ;684 ;950 ;0 ;17168 ;10334 ;4619 ;1160 ;26511 ;5253 ;6110 ;20990 ;6893 ;31551 ;40554 ;441280 ;14028 ;31736 ;195347 ;266119 ;228711 ;232549 ;8021 ;25831 ;152930 ;0 
2022 ;jul;36184 ;727 ;683 ;0 ;17318 ;9789 ;4697 ;1659 ;29718 ;5455 ;6016 ;21426 ;6783 ;32078 ;38889 ;468956 ;13248 ;38239 ;204523 ;296825 ;280349 ;280308 ;8067 ;25156 ;182235 ;0 
2022 ;agos;34539 ;714 ;686 ;0 ;16039 ;8779 ;4228 ;1681 ;29831 ;5619 ;6097 ;22713 ;7299 ;32133 ;39972 ;483834 ;13880 ;38396 ;206848 ;309673 ;286999 ;310294 ;7721 ;25916 ;194615 ;0 
2022 ;set;35501 ;709 ;710 ;0 ;13835 ;7129 ;3730 ;1767 ;31081 ;5808 ;6053 ;23639 ;6767 ;32790 ;39675 ;486069 ;13064 ;36305 ;200656 ;297013 ;283058 ;303694 ;8417 ;25234 ;186633 ;0 
2022 ;out;46471 ;852 ;848 ;0 ;15151 ;7108 ;3621 ;1312 ;33864 ;6110 ;6057 ;23894 ;5709 ;33987 ;42092 ;529240 ;16303 ;39624 ;211176 ;299184 ;262059 ;296130 ;8775 ;29561 ;195032 ;0 
2022 ;nov;48727 ;1016 ;795 ;0 ;17066 ;8832 ;3970 ;1343 ;33191 ;5973 ;6340 ;25193 ;5783 ;34533 ;44464 ;510862 ;18403 ;38083 ;198119 ;297055 ;252631 ;273386 ;9656 ;34605 ;196841 ;0 
2022 ;dez;53154 ;1089 ;845 ;0 ;19737 ;10494 ;4683 ;1548 ;36803 ;6262 ;7432 ;25207 ;6432 ;36985 ;49227 ;523571 ;19908 ;43489 ;207443 ;300564 ;253581 ;277109 ;9957 ;36221 ;202060 ;0 
2023 ;Jan;51380 ;1051 ;932 ;0 ;18585 ;10916 ;4572 ;1260 ;35850 ;6359 ;7445 ;24698 ;12373 ;39108 ;52622 ;518335 ;22473 ;42352 ;214811 ;310663 ;253533 ;271205 ;11666 ;36520 ;190450 ;0 
2023 ;fev;43261 ;803 ;758 ;0 ;15766 ;9676 ;4330 ;1199 ;33542 ;6090 ;7275 ;23963 ;9600 ;34814 ;44727 ;454202 ;19853 ;37457 ;180191 ;273430 ;231117 ;228712 ;10611 ;32667 ;166489 ;0 
2023 ;mar;44150 ;790 ;812 ;0 ;16588 ;9778 ;4519 ;1191 ;36295 ;6526 ;8135 ;25110 ;10420 ;38846 ;47063 ;480065 ;20498 ;40266 ;191049 ;286011 ;241393 ;264059 ;11945 ;33902 ;176786 ;0 
2023 ;abr;43188 ;694 ;720 ;0 ;15341 ;9095 ;4416 ;1165 ;33598 ;6813 ;7187 ;24935 ;10675 ;39326 ;44656 ;446542 ;19126 ;38878 ;181566 ;277008 ;236397 ;232804 ;10873 ;30876 ;174144 ;0 
2023 ;maio;46066 ;793 ;793 ;0 ;16976 ;9995 ;4891 ;1252 ;35044 ;6871 ;7477 ;25589 ;10784 ;41061 ;49453 ;452643 ;20576 ;39782 ;185760 ;294132 ;251929 ;243340 ;10730 ;31680 ;177597 ;0 
2023 ;jun;45817 ;883 ;842 ;0 ;15624 ;9026 ;4494 ;1357 ;32817 ;6996 ;6978 ;24565 ;10115 ;39638 ;45580 ;434344 ;18315 ;38759 ;188022 ;291758 ;263957 ;245834 ;9872 ;29052 ;168158 ;0 
2023 ;jul;43049 ;958 ;929 ;0 ;14232 ;7921 ;4092 ;1432 ;33929 ;6601 ;6700 ;22234 ;10886 ;37885 ;42697 ;471885 ;18033 ;39835 ;191136 ;316438 ;301594 ;284395 ;9754 ;27508 ;174523 ;0 
2023 ;agos;39110 ;874 ;907 ;0 ;12557 ;6977 ;3577 ;1565 ;34491 ;7508 ;6869 ;21828 ;10329 ;36406 ;43282 ;498958 ;18906 ;40164 ;191742 ;328370 ;304484 ;304307 ;9483 ;28049 ;188324 ;0 
2023 ;set;44091 ;911 ;936 ;0 ;12241 ;7030 ;3066 ;1683 ;34658 ;7576 ;6914 ;20884 ;10525 ;34720 ;43869 ;510483 ;21934 ;41420 ;181547 ;320403 ;293015 ;284045 ;9423 ;28747 ;189163 ;0 
2023 ;out;51608 ;1064 ;950 ;0 ;15332 ;8687 ;3127 ;1816 ;37949 ;7641 ;8468 ;21601 ;11031 ;36217 ;44914 ;542966 ;24830 ;41743 ;200683 ;324106 ;280873 ;280439 ;11153 ;33315 ;197481 ;0 
2023 ;nov;53991 ;1153 ;982 ;0 ;15101 ;10360 ;3459 ;1746 ;36506 ;7601 ;8383 ;22408 ;10916 ;34960 ;44634 ;530321 ;23973 ;42690 ;189115 ;310356 ;267701 ;253599 ;12111 ;34844 ;197200 ;0 
2023 ;dez;58426 ;1119 ;983 ;0 ;16133 ;11630 ;4227 ;1747 ;38137 ;7482 ;8426 ;23319 ;11297 ;36656 ;44702 ;536984 ;23796 ;43309 ;193734 ;324392 ;275575 ;264166 ;13012 ;38682 ;208720 ;0 
2024 ;Jan;57446 ;1182 ;992 ;0 ;19291 ;11622 ;4915 ;1772 ;38350 ;7268 ;9046 ;23223 ;11705 ;38248 ;50197 ;560808 ;23176 ;43590 ;192142 ;316651 ;272573 ;254267 ;12174 ;38837 ;204287 ;0 
2024 ;fev;50639 ;963 ;870 ;0 ;17715 ;10731 ;4255 ;1603 ;34597 ;6706 ;8430 ;21583 ;11889 ;38811 ;48632 ;498571 ;21642 ;39760 ;174582 ;288493 ;254994 ;231860 ;10801 ;35210 ;176052 ;0 
2024 ;mar;49513 ;854 ;855 ;0 ;17311 ;10927 ;4513 ;1580 ;37349 ;7354 ;9056 ;23001 ;11646 ;41342 ;50527 ;511878 ;21071 ;42539 ;182306 ;292290 ;256629 ;236084 ;10662 ;34480 ;177679 ;0 
2024 ;abr;44945 ;843 ;795 ;0 ;16246 ;10369 ;4174 ;1599 ;34893 ;8365 ;9412 ;25097 ;12355 ;40876 ;50468 ;490411 ;21300 ;40202 ;184745 ;286749 ;242484 ;215327 ;9627 ;31095 ;168185 ;0 
2024 ;maio;46322 ;888 ;857 ;0 ;16831 ;10582 ;4263 ;1754 ;34779 ;8515 ;9067 ;26087 ;12071 ;45059 ;50653 ;479155 ;20849 ;38874 ;188037 ;293577 ;253389 ;207137 ;8516 ;30488 ;174022 ;0 
2024 ;jun;42549 ;832 ;866 ;0 ;17195 ;9614 ;4336 ;1764 ;32592 ;8219 ;8273 ;25019 ;11046 ;41277 ;45643 ;458678 ;18807 ;36752 ;175678 ;300494 ;250322 ;226954 ;7686 ;26943 ;168187 ;0 
